"","Latitude","Longitude"
"3497",34.03,-117.06
"3498",34.13,-116.4
"3499",37.47,-105.88
"3500",39.8,-105.11
"3501",39.82,-105.08
"3502",39.84,-105.08
"3503",39.8,-105.08
"3504",39.84,-105.08
"3505",39.84,-105.08
"3506",39.81,-105.17
"3507",39.81,-105.05
"3508",39.84,-105.08
"3509",39.19,-106.82
"3510",39.61,-104.76
"3511",39.6,-104.8
"3512",39.7,-104.83
"3513",39.69,-104.87
"3514",39.7,-104.85
"3515",39.67,-104.87
"3516",39.69,-104.79
"3517",39.58,-104.72
"3518",39.71,-104.86
"3519",39.71,-104.82
"3520",39.65,-104.77
"3521",39.59,-104.69
"3522",39.63,-104.81
"3523",39.65,-104.78
"3524",39.57,-104.72
"3525",39.69,-104.87
"3526",39.74,-104.81
"3527",39.72,-104.82
"3528",39.66,-104.85
"3529",39.64,-104.83
"3530",39.67,-104.79
"3531",39.6,-104.72
"3532",39.65,-104.78
"3533",39.59,-104.67
"3534",39.76,-104.77
"3535",39.57,-106.42
"3536",39.63,-106.52
"3537",39.64,-106.52
"3538",39.64,-106.52
"3539",39.39,-107.08
"3540",39.77,-104.43
"3541",39.8,-105.49
"3542",40.03,-105.25
"3543",40.02,-105.26
"3544",40,-105.23
"3545",40.01,-105.28
"3546",40.01,-105.26
"3547",40,-105.26
"3548",40.01,-105.28
"3549",40.01,-105.25
"3550",40.02,-105.25
"3551",39.98,-105.25
"3552",40.01,-105.27
"3553",40.02,-105.26
"3554",40.02,-105.26
"3555",40.07,-105.2
"3556",40.02,-105.28
"3557",39.48,-106.05
"3558",39.97,-104.8
"3559",39.97,-104.82
"3560",39.99,-104.82
"3561",39.98,-104.8
"3562",39.97,-104.82
"3563",39.96,-105.04
"3564",39.93,-105.13
"3565",39.93,-105.14
"3566",39.92,-105.05
"3567",39.93,-105.09
"3568",39.94,-105.01
"3569",40,-105.01
"3570",39.93,-105.12
"3571",38.45,-105.22
"3572",39.41,-104.87
"3573",39.41,-104.86
"3574",39.35,-104.81
"3575",39.36,-104.86
"3576",39.41,-104.86
"3577",39.41,-104.86
"3578",39.47,-104.88
"3579",39.41,-104.86
"3580",39.47,-104.88
"3581",39.61,-104.76
"3582",39.59,-104.93
"3583",39.6,-104.85
"3584",39.58,-104.96
"3585",39.58,-104.96
"3586",39.61,-104.75
"3587",39.57,-104.91
"3588",39.6,-104.8
"3589",39.09,-108.46
"3590",38.81,-104.82
"3591",38.91,-104.72
"3592",38.88,-104.72
"3593",38.8,-104.82
"3594",38.93,-104.72
"3595",38.84,-104.82
"3596",38.93,-104.74
"3597",38.89,-104.76
"3598",38.96,-104.76
"3599",38.8,-104.84
"3600",38.94,-104.8
"3601",38.9,-104.85
"3602",38.9,-104.77
"3603",38.77,-104.81
"3604",38.86,-104.82
"3605",38.85,-104.85
"3606",38.92,-104.84
"3607",38.87,-104.72
"3608",38.99,-104.8
"3609",38.93,-104.79
"3610",38.96,-104.77
"3611",38.78,-104.81
"3612",38.89,-104.76
"3613",38.81,-104.75
"3614",38.89,-104.72
"3615",38.94,-104.76
"3616",38.88,-104.85
"3617",39.06,-104.84
"3618",38.86,-104.72
"3619",38.83,-104.82
"3620",38.85,-104.77
"3621",38.95,-104.79
"3622",38.96,-104.8
"3623",38.89,-104.72
"3624",38.79,-104.76
"3625",38.96,-104.76
"3626",38.95,-104.77
"3627",38.84,-104.76
"3628",38.94,-104.76
"3629",38.9,-104.82
"3630",38.85,-104.87
"3631",38.86,-104.88
"3632",39.89,-104.81
"3633",39.88,-104.77
"3634",39.53,-105.31
"3635",39.53,-105.3
"3636",39.54,-105.29
"3637",39.5,-106.15
"3638",37.35,-108.58
"3639",40.51,-107.55
"3640",39.75,-105.01
"3641",39.75,-104.99
"3642",39.68,-104.97
"3643",39.76,-105.02
"3644",39.77,-105.05
"3645",39.73,-104.97
"3646",39.65,-105.01
"3647",39.67,-104.91
"3648",39.65,-104.9
"3649",39.71,-104.92
"3650",39.74,-104.99
"3651",39.69,-104.99
"3652",39.72,-104.9
"3653",39.67,-104.94
"3654",39.74,-104.99
"3655",39.78,-105.04
"3656",39.76,-105.01
"3657",39.77,-104.99
"3658",39.75,-105
"3659",39.65,-104.92
"3660",39.69,-104.94
"3661",39.71,-104.97
"3662",39.76,-104.9
"3663",39.72,-104.95
"3664",39.72,-104.95
"3665",39.75,-104.99
"3666",39.76,-105
"3667",39.74,-104.95
"3668",39.68,-104.96
"3669",39.73,-104.94
"3670",39.76,-105.02
"3671",39.67,-104.94
"3672",39.78,-105.02
"3673",39.74,-105
"3674",39.75,-104.99
"3675",39.74,-105.04
"3676",39.78,-104.85
"3677",39.77,-104.81
"3678",39.86,-104.67
"3679",39.77,-104.94
"3680",39.66,-105.05
"3681",39.74,-104.99
"3682",39.74,-105
"3683",39.75,-105
"3684",39.73,-104.97
"3685",39.74,-104.92
"3686",39.72,-104.9
"3687",39.74,-105
"3688",39.75,-105
"3689",39.69,-104.94
"3690",39.75,-104.99
"3691",39.74,-104.99
"3692",39.75,-105
"3693",39.72,-104.95
"3694",39.71,-104.99
"3695",39.75,-104.99
"3696",39.65,-104.87
"3697",39.73,-104.98
"3698",39.88,-104.98
"3699",39.79,-104.9
"3700",39.68,-104.91
"3701",39.72,-104.95
"3702",39.78,-104.9
"3703",39.71,-105.02
"3704",39.86,-104.67
"3705",39.65,-104.93
"3706",39.75,-104.99
"3707",39.75,-104.98
"3708",39.71,-104.99
"3709",39.68,-104.97
"3710",39.74,-104.92
"3711",39.75,-104.99
"3712",39.73,-104.99
"3713",39.71,-104.93
"3714",39.75,-105
"3715",39.76,-104.9
"3716",39.74,-104.97
"3717",39.65,-104.91
"3718",39.72,-104.96
"3719",39.63,-106.06
"3720",39.63,-106.05
"3721",39.76,-105.6
"3722",37.27,-107.89
"3723",37.27,-107.88
"3724",37.27,-107.88
"3725",37.3,-107.87
"3726",39.66,-106.83
"3727",39.75,-105.05
"3728",39.75,-105.05
"3729",39.75,-105.06
"3730",39.64,-106.59
"3731",39.39,-107.09
"3732",39.36,-104.61
"3733",39.54,-104.86
"3734",39.65,-104.98
"3735",39.65,-104.99
"3736",39.63,-105.03
"3737",39.65,-104.96
"3738",39.64,-104.99
"3739",39.66,-104.99
"3740",39.59,-104.88
"3741",39.6,-104.9
"3742",40.02,-105.1
"3743",40.02,-105.1
"3744",40.38,-105.52
"3745",40.38,-105.52
"3746",39.65,-105.34
"3747",39.69,-105.36
"3748",38.94,-104.6
"3749",39.88,-105.02
"3750",40.16,-104.98
"3751",40.12,-104.94
"3752",40.16,-104.94
"3753",38.72,-104.8
"3754",38.74,-104.8
"3755",40.52,-105.04
"3756",40.58,-105.08
"3757",40.55,-105.06
"3758",40.55,-105.04
"3759",40.55,-105.12
"3760",40.52,-105.07
"3761",40.52,-105.05
"3762",40.53,-105.08
"3763",40.57,-105.12
"3764",40.61,-105.08
"3765",40.56,-105.08
"3766",40.55,-105.09
"3767",40.57,-105.1
"3768",40.59,-105.08
"3769",40.08,-104.8
"3770",40.25,-103.81
"3771",38.72,-104.7
"3772",38.72,-104.7
"3773",39.95,-105.81
"3774",40.09,-104.99
"3775",39.59,-106.1
"3776",39.58,-106.1
"3777",40.52,-105.07
"3778",40.61,-105.08
"3779",39.71,-104.94
"3780",39.7,-104.94
"3781",39.54,-107.33
"3782",39.55,-107.34
"3783",39.48,-107.29
"3784",39.53,-107.33
"3785",39.53,-107.33
"3786",39.75,-105.22
"3787",39.74,-105.2
"3788",39.75,-105.22
"3789",39.77,-105.23
"3790",39.75,-105.22
"3791",39.7,-105.33
"3792",39.74,-105.19
"3793",40.06,-105.93
"3794",39.08,-108.59
"3795",39.09,-108.55
"3796",39.07,-108.57
"3797",39.09,-108.46
"3798",39.08,-108.55
"3799",39.08,-108.55
"3800",39.1,-108.61
"3801",39.04,-108.53
"3802",39.09,-108.6
"3803",39.09,-108.6
"3804",39.07,-108.6
"3805",39.09,-108.51
"3806",39.1,-108.61
"3807",39.1,-108.55
"3808",40.39,-104.75
"3809",40.4,-104.73
"3810",40.4,-104.75
"3811",40.39,-104.7
"3812",40.42,-104.79
"3813",40.42,-104.75
"3814",40.42,-104.74
"3815",40.4,-104.75
"3816",39.63,-104.88
"3817",39.61,-104.89
"3818",39.62,-104.9
"3819",39.61,-104.92
"3820",39.63,-104.88
"3821",39.6,-104.89
"3822",39.6,-104.88
"3823",38.55,-106.93
"3824",39.55,-105.01
"3825",39.54,-104.94
"3826",39.56,-104.91
"3827",39.55,-105
"3828",39.54,-105.01
"3829",39.55,-104.99
"3830",39.53,-104.94
"3831",39.57,-104.97
"3832",39.55,-105.04
"3833",39.53,-104.94
"3834",39.74,-105.5
"3835",40.41,-104.98
"3836",39.61,-105.94
"3837",39.99,-105.1
"3838",40,-105.1
"3839",39.74,-105.1
"3840",39.68,-105.08
"3841",39.71,-105.08
"3842",39.72,-105.08
"3843",39.74,-105.11
"3844",39.69,-105.12
"3845",39.69,-105.12
"3846",39.7,-105.15
"3847",39.71,-105.09
"3848",39.68,-105.12
"3849",39.7,-105.14
"3850",39.73,-105.16
"3851",39.71,-105.13
"3852",39.59,-105.01
"3853",39.61,-104.99
"3854",39.57,-104.92
"3855",39.56,-104.89
"3856",39.59,-105.07
"3857",39.57,-105.08
"3858",39.61,-104.96
"3859",39.61,-105.09
"3860",39.56,-105.11
"3861",39.61,-104.99
"3862",39.57,-104.99
"3863",39.59,-105.03
"3864",39.62,-105.02
"3865",39.54,-104.88
"3866",39.48,-105.07
"3867",39.57,-105.08
"3868",39.58,-105.14
"3869",39.62,-105.11
"3870",39.58,-105.13
"3871",39.54,-104.94
"3872",39.61,-105.1
"3873",39.58,-105.13
"3874",39.54,-104.88
"3875",39.56,-104.88
"3876",39.55,-104.88
"3877",39.53,-104.88
"3878",39.56,-104.88
"3879",40.19,-105.13
"3880",40.15,-105.13
"3881",40.19,-105.13
"3882",40.19,-105.07
"3883",40.15,-105.11
"3884",40.16,-105.07
"3885",40.15,-105.11
"3886",40.14,-105.13
"3887",40.15,-105.13
"3888",40.19,-105.07
"3889",40.19,-105.08
"3890",40.19,-105.1
"3891",39.97,-105.16
"3892",39.99,-105.12
"3893",40.43,-105.08
"3894",40.38,-105.1
"3895",40.38,-105.1
"3896",40.42,-105.07
"3897",40.41,-105.01
"3898",40.41,-105.1
"3899",40.41,-105.11
"3900",38.45,-107.87
"3901",38.45,-107.87
"3902",38.46,-107.87
"3903",39.1,-104.87
"3904",39.1,-104.87
"3905",39.91,-104.98
"3906",39.88,-104.99
"3907",37.25,-107.08
"3908",39.52,-104.77
"3909",39.51,-104.77
"3910",39.48,-104.76
"3911",39.51,-104.77
"3912",39.54,-104.79
"3913",39.56,-104.78
"3914",39.54,-104.77
"3915",39.53,-104.79
"3916",38.81,-104.68
"3917",38.24,-104.65
"3918",38.31,-104.63
"3919",38.27,-104.63
"3920",38.32,-104.62
"3921",38.23,-104.66
"3922",38.31,-104.73
"3923",39.54,-107.78
"3924",39.52,-107.77
"3925",38.54,-105.99
"3926",39.65,-105.01
"3927",39.63,-106.07
"3928",39.21,-106.95
"3929",40.47,-106.83
"3930",40.47,-106.82
"3931",40.46,-106.82
"3932",39.96,-105.17
"3933",39.93,-105.15
"3934",39.93,-105.15
"3935",37.93,-107.85
"3936",40,-104.98
"3937",39.91,-104.94
"3938",39.91,-104.94
"3939",39.94,-104.94
"3940",39.94,-104.94
"3941",39.85,-104.98
"3942",39.92,-104.97
"3943",39.91,-104.99
"3944",39.88,-104.94
"3945",39.86,-105
"3946",39.89,-104.98
"3947",40.52,-104.99
"3948",37.17,-104.51
"3949",39.63,-106.42
"3950",39.64,-106.39
"3951",39.64,-106.37
"3952",39.63,-106.42
"3953",39.89,-105.08
"3954",39.94,-105.05
"3955",39.87,-105.05
"3956",39.96,-104.99
"3957",39.91,-105
"3958",39.94,-104.99
"3959",39.83,-105.05
"3960",39.84,-105.08
"3961",39.83,-105.03
"3962",39.88,-105.03
"3963",39.87,-105.05
"3964",39.89,-105.08
"3965",39.91,-105.05
"3966",39.88,-105.03
"3967",39.88,-105.1
"3968",39.77,-105.05
"3969",39.76,-105.14
"3970",39.77,-105.11
"3971",39.77,-105.08
"3972",39.79,-105.11
"3973",39.76,-105.14
"3974",39.79,-105.11
"3975",40.48,-104.93
"3976",40.48,-104.93
"3977",39.89,-105.76
"3978",38.97,-105.04
"3979",38.98,-105.05
"3980",41.34,-73.08
"3981",41.82,-72.86
"3982",41.41,-73.38
"3983",41.82,-72.74
"3984",41.28,-72.83
"3985",41.3,-72.76
"3986",41.18,-73.18
"3987",41.69,-72.92
"3988",41.57,-72.33
"3989",41.04,-73.6
"3990",41.38,-73.48
"3991",41.43,-73.42
"3992",41.39,-73.52
"3993",41.38,-73.48
"3994",41.41,-73.46
"3995",41.08,-73.47
"3996",41.85,-71.92
"3997",41.31,-73.06
"3998",41.36,-72.21
"3999",41.37,-72.23
"4000",41.99,-72.58
"4001",42,-72.58
"4002",41.14,-73.26
"4003",41.14,-73.26
"4004",41.18,-73.23
"4005",41.18,-73.25
"4006",41.72,-72.76
"4007",41.73,-72.83
"4008",41.72,-72.83
"4009",41.72,-72.62
"4010",41.71,-72.59
"4011",41.71,-72.61
"4012",41.95,-72.79
"4013",41.02,-73.63
"4014",41.03,-73.62
"4015",41.37,-72.07
"4016",41.36,-72.03
"4017",41.35,-72.05
"4018",41.37,-72.92
"4019",41.75,-72.68
"4020",41.77,-72.68
"4021",41.76,-72.67
"4022",41.47,-71.96
"4023",41.58,-72
"4024",41.28,-72.6
"4025",41.77,-72.57
"4026",41.81,-72.53
"4027",41.81,-72.55
"4028",41.81,-72.55
"4029",41.81,-72.56
"4030",41.8,-72.24
"4031",41.47,-71.96
"4032",41.51,-72.81
"4033",41.24,-73.04
"4034",41.24,-73.04
"4035",41.33,-73.27
"4036",41.48,-72.1
"4037",41.37,-71.96
"4038",41.69,-72.77
"4039",41.71,-72.77
"4040",41.15,-73.5
"4041",41.47,-73.49
"4042",41.31,-72.93
"4043",41.31,-72.93
"4044",41.57,-73.41
"4045",41.7,-72.72
"4046",41.65,-72.73
"4047",41.41,-73.3
"4048",41.4,-72.85
"4049",41.35,-72.87
"4050",41.12,-73.4
"4051",41.16,-73.42
"4052",41.1,-73.44
"4053",41.51,-72.11
"4054",41.3,-72.38
"4055",41.25,-73.02
"4056",41.28,-72.99
"4057",41.42,-73.11
"4058",41.68,-72.84
"4059",41.29,-73.49
"4060",41.04,-73.58
"4061",41.66,-72.68
"4062",41.4,-73.09
"4063",41.29,-73.11
"4064",41.88,-72.8
"4065",41.46,-73.23
"4066",41.63,-72.87
"4067",41.61,-72.9
"4068",41.05,-73.54
"4069",41.07,-73.55
"4070",41.06,-73.54
"4071",41.06,-73.54
"4072",41.11,-73.55
"4073",41.04,-73.56
"4074",41.05,-73.54
"4075",41.8,-72.24
"4076",41.2,-73.13
"4077",41.82,-73.08
"4078",41.82,-73.08
"4079",41.23,-73.22
"4080",41.23,-73.15
"4081",41.25,-73.2
"4082",41.23,-73.23
"4083",41.49,-72.09
"4084",41.83,-72.49
"4085",41.48,-72.81
"4086",41.58,-73.03
"4087",41.55,-73.06
"4088",41.37,-72.14
"4089",41.59,-73.11
"4090",41.79,-72.75
"4091",41.76,-72.74
"4092",41.79,-72.72
"4093",41.73,-72.76
"4094",41.27,-72.96
"4095",41.27,-72.97
"4096",41.14,-73.3
"4097",41.14,-73.33
"4098",41.14,-73.36
"4099",41.69,-72.66
"4100",41.19,-73.43
"4101",41.89,-72.65
"4102",41.34,-72.98
"4103",38.84,-77.02
"4104",38.9,-77.03
"4105",38.9,-77.05
"4106",38.9,-77.04
"4107",38.89,-77.02
"4108",38.92,-77.04
"4109",38.94,-77.06
"4110",38.93,-77.07
"4111",38.91,-77.05
"4112",38.9,-77.03
"4113",38.94,-77.1
"4114",38.91,-77.01
"4115",38.93,-77.03
"4116",38.9,-77.01
"4117",38.91,-77.02
"4118",38.9,-77.03
"4119",38.9,-77.02
"4120",38.9,-77.01
"4121",38.9,-77.02
"4122",38.96,-77.08
"4123",38.89,-77.03
"4124",38.92,-77.04
"4125",38.91,-77.07
"4126",38.9,-77.03
"4127",38.89,-77
"4128",38.91,-77.06
"4129",38.9,-76.98
"4130",38.88,-77.02
"4131",38.9,-77.06
"4132",38.9,-77.02
"4133",38.9,-77.03
"4134",38.88,-76.99
"4135",38.91,-77.05
"4136",38.9,-77.04
"4137",38.92,-77.1
"4138",38.88,-77
"4139",38.94,-77.07
"4140",38.93,-77
"4141",38.88,-77.02
"4142",38.93,-77.09
"4143",38.92,-77.02
"4144",38.9,-77.01
"4145",38.9,-77.03
"4146",38.91,-77.03
"4147",38.93,-77
"4148",38.92,-77.07
"4149",38.89,-77.02
"4150",38.9,-77.04
"4151",38.9,-77.03
"4152",38.91,-77.05
"4153",38.9,-77.02
"4154",38.9,-77.05
"4155",38.93,-77.1
"4156",38.94,-77.09
"4157",38.92,-77.03
"4158",38.9,-77.03
"4159",38.9,-77.04
"4160",38.97,-77.03
"4161",38.88,-77
"4162",38.95,-77.08
"4163",38.91,-77.05
"4164",38.86,-76.97
"4165",38.9,-77.02
"4166",38.93,-77.03
"4167",38.91,-77.04
"4168",38.9,-77
"4169",38.94,-77.02
"4170",38.9,-77.05
"4171",38.9,-77.04
"4172",38.88,-77.02
"4173",38.9,-77.03
"4174",38.9,-77.01
"4175",38.9,-77.03
"4176",38.92,-77.07
"4177",38.92,-77.07
"4178",38.97,-77.02
"4179",38.9,-77.04
"4180",38.9,-77.03
"4181",38.96,-77.07
"4182",38.93,-77.06
"4183",38.88,-77
"4184",38.89,-77.02
"4185",38.9,-77.02
"4186",38.86,-77.04
"4187",38.9,-77.04
"4188",38.91,-77.04
"4189",38.88,-77.03
"4190",38.9,-77.05
"4191",38.9,-77.03
"4192",38.85,-77.05
"4193",38.85,-77.05
"4194",39.16,-75.51
"4195",39.19,-75.55
"4196",39.78,-75.6
"4197",39.77,-75.71
"4198",39.45,-75.7
"4199",38.55,-75.11
"4200",39.64,-75.71
"4201",39.6,-75.75
"4202",39.6,-75.75
"4203",39.68,-75.65
"4204",39.68,-75.65
"4205",39.68,-75.75
"4206",39.68,-75.75
"4207",39.66,-75.69
"4208",38.72,-75.13
"4209",38.72,-75.09
"4210",38.47,-75.11
"4211",39.83,-75.54
"4212",39.75,-75.55
"4213",39.73,-75.65
"4214",39.8,-75.5
"4215",39.74,-75.56
"4216",39.74,-75.69
"4217",39.74,-75.55
"4218",39.83,-75.5
"4219",28.69,-81.39
"4220",28.67,-81.37
"4221",28.67,-81.42
"4222",28.66,-81.42
"4223",28.66,-81.38
"4224",28.66,-81.37
"4225",28.67,-81.44
"4226",28.65,-81.47
"4227",25.95,-80.15
"4228",25.96,-80.14
"4229",25.94,-80.15
"4230",25.96,-80.14
"4231",28.36,-81.56
"4232",28.48,-81.33
"4233",26.37,-80.2
"4234",26.41,-80.2
"4235",26.35,-80.15
"4236",26.39,-80.1
"4237",26.37,-80.08
"4238",26.37,-80.13
"4239",26.38,-80.1
"4240",26.37,-80.13
"4241",26.37,-80.17
"4242",26.36,-80.12
"4243",26.35,-80.08
"4244",26.41,-80.12
"4245",26.37,-80.13
"4246",26.37,-80.1
"4247",26.34,-81.81
"4248",26.53,-80.17
"4249",26.55,-80.09
"4250",26.53,-80.09
"4251",26.57,-80.09
"4252",26.53,-80.08
"4253",27.5,-82.62
"4254",27.44,-82.46
"4255",27.49,-82.48
"4256",27.39,-82.44
"4257",27.49,-82.56
"4258",27.46,-82.64
"4259",27.45,-82.51
"4260",27.45,-82.58
"4261",27.93,-82.33
"4262",27.93,-82.33
"4263",27.92,-82.33
"4264",27.94,-82.32
"4265",27.94,-82.32
"4266",27.94,-82.26
"4267",27.93,-82.33
"4268",28.53,-82.51
"4269",30.16,-85.59
"4270",26.61,-81.97
"4271",26.61,-82.02
"4272",26.67,-81.93
"4273",26.61,-81.94
"4274",26.56,-81.96
"4275",26.67,-81.94
"4276",26.53,-82.19
"4277",28.67,-81.34
"4278",28.66,-81.34
"4279",28.63,-81.32
"4280",28.32,-81.54
"4281",27.96,-82.72
"4282",27.89,-82.69
"4283",27.98,-82.83
"4284",28.01,-82.73
"4285",28.01,-82.71
"4286",27.96,-82.75
"4287",28.02,-82.73
"4288",27.96,-82.73
"4289",27.97,-82.8
"4290",28.02,-82.73
"4291",28.55,-81.71
"4292",28.55,-81.7
"4293",28.36,-81.68
"4294",28.36,-80.61
"4295",28.36,-80.61
"4296",26.28,-80.19
"4297",26.3,-80.19
"4298",25.73,-80.24
"4299",25.73,-80.23
"4300",25.73,-80.26
"4301",25.72,-80.28
"4302",25.75,-80.26
"4303",25.72,-80.27
"4304",25.72,-80.28
"4305",25.73,-80.26
"4306",26.24,-80.25
"4307",26.24,-80.25
"4308",26.3,-80.25
"4309",26.28,-80.2
"4310",26.27,-80.21
"4311",26.27,-80.25
"4312",26.31,-80.28
"4313",30.73,-86.57
"4314",25.59,-80.36
"4315",25.57,-80.37
"4316",28.23,-81.64
"4317",26.1,-80.25
"4318",26.06,-80.25
"4319",26.05,-80.25
"4320",26.05,-80.25
"4321",29.2,-81.06
"4322",29.22,-81.01
"4323",29.18,-81.08
"4324",29.19,-81.05
"4325",29.15,-80.97
"4326",26.3,-80.09
"4327",26.32,-80.09
"4328",26.32,-80.15
"4329",26.32,-80.15
"4330",28.99,-81.3
"4331",26.45,-80.17
"4332",26.46,-80.07
"4333",26.44,-80.08
"4334",26.46,-80.07
"4335",26.43,-80.15
"4336",30.39,-86.42
"4337",30.39,-86.48
"4338",30.38,-86.35
"4339",25.8,-80.32
"4340",25.79,-80.37
"4341",25.81,-80.38
"4342",28.02,-82.76
"4343",30.47,-86.53
"4344",27.53,-82.51
"4345",26.44,-81.77
"4346",26.4,-81.81
"4347",26.41,-81.81
"4348",30.64,-81.45
"4349",25.45,-80.48
"4350",26.1,-80.14
"4351",26.12,-80.14
"4352",26.19,-80.25
"4353",26.17,-80.1
"4354",26.14,-80.11
"4355",26.07,-80.14
"4356",26.15,-80.12
"4357",26.07,-80.14
"4358",26.11,-80.14
"4359",26.07,-80.14
"4360",26.12,-80.14
"4361",26.19,-80.12
"4362",26.1,-80.13
"4363",26.07,-80.14
"4364",26.15,-80.32
"4365",26.08,-80.24
"4366",26.6,-81.86
"4367",26.53,-81.76
"4368",26.64,-81.87
"4369",26.49,-81.79
"4370",26.51,-81.94
"4371",26.53,-81.75
"4372",26.55,-81.81
"4373",26.48,-81.79
"4374",26.53,-81.76
"4375",26.62,-81.8
"4376",26.6,-81.87
"4377",26.62,-81.8
"4378",26.56,-81.9
"4379",26.55,-81.87
"4380",26.48,-81.79
"4381",30.42,-86.61
"4382",30.43,-86.64
"4383",26.11,-80.11
"4384",26.13,-80.1
"4385",26.54,-81.87
"4386",26.08,-80.15
"4387",26.07,-80.14
"4388",26.17,-80.12
"4389",26.14,-80.12
"4390",29.65,-82.32
"4391",29.62,-82.38
"4392",29.65,-82.35
"4393",29.67,-82.34
"4394",29.66,-82.41
"4395",29.7,-82.39
"4396",29.65,-82.35
"4397",29.65,-82.34
"4398",29.66,-82.41
"4399",29.66,-82.41
"4400",29.64,-82.35
"4401",29.65,-82.34
"4402",29.69,-82.39
"4403",26.62,-80.15
"4404",26.62,-80.14
"4405",29.87,-81.32
"4406",30.36,-87.17
"4407",30.39,-87.07
"4408",25.99,-80.13
"4409",25.85,-80.32
"4410",25.89,-80.35
"4411",25.87,-80.32
"4412",25.87,-80.29
"4413",26.03,-80.18
"4414",26.03,-80.2
"4415",26.01,-80.14
"4416",26.03,-80.14
"4417",26.01,-80.17
"4418",25.48,-80.46
"4419",28.09,-80.57
"4420",28.15,-80.58
"4421",24.94,-80.61
"4422",30.2,-81.61
"4423",30.36,-81.5
"4424",30.49,-81.68
"4425",30.2,-81.62
"4426",30.12,-81.62
"4427",30.33,-81.55
"4428",30.43,-81.66
"4429",30.31,-81.68
"4430",30.22,-81.55
"4431",30.49,-81.68
"4432",30.19,-81.74
"4433",30.49,-81.68
"4434",30.48,-81.64
"4435",30.35,-81.6
"4436",30.26,-81.47
"4437",30.26,-81.55
"4438",30.32,-81.46
"4439",30.26,-81.53
"4440",30.26,-81.53
"4441",30.2,-81.83
"4442",30.29,-81.72
"4443",30.17,-81.63
"4444",30.3,-81.65
"4445",30.27,-81.51
"4446",30.14,-81.53
"4447",30.18,-81.55
"4448",30.24,-81.6
"4449",30.22,-81.82
"4450",30.24,-81.69
"4451",30.29,-81.46
"4452",30.26,-81.64
"4453",30.29,-81.44
"4454",30.26,-81.53
"4455",30.26,-81.52
"4456",30.19,-81.55
"4457",30.32,-81.56
"4458",30.29,-81.6
"4459",30.25,-81.39
"4460",30.28,-81.39
"4461",30.19,-81.63
"4462",27.24,-80.27
"4463",27.24,-80.27
"4464",26.93,-80.09
"4465",26.91,-80.1
"4466",26.88,-80.11
"4467",26.93,-80.14
"4468",25.68,-80.42
"4469",25.7,-80.16
"4470",25.09,-80.44
"4471",24.56,-81.81
"4472",24.56,-81.78
"4473",24.57,-81.75
"4474",24.56,-81.8
"4475",28.33,-81.62
"4476",28.3,-81.44
"4477",28.34,-81.41
"4478",28.33,-81.53
"4479",28.33,-81.47
"4480",28.93,-81.93
"4481",28.93,-81.94
"4482",28.36,-81.59
"4483",28.42,-81.58
"4484",28.37,-81.52
"4485",28.37,-81.55
"4486",28.37,-81.52
"4487",30.18,-82.67
"4488",28.78,-81.36
"4489",28.76,-81.35
"4490",26.8,-80.09
"4491",26.62,-80.05
"4492",28.1,-81.97
"4493",28.02,-81.96
"4494",28.1,-81.95
"4495",28,-81.98
"4496",27.98,-81.96
"4497",28.09,-81.97
"4498",28.19,-82.44
"4499",27.92,-82.76
"4500",27.89,-82.76
"4501",27.89,-82.78
"4502",27.88,-82.83
"4503",26.19,-80.25
"4504",28.69,-81.41
"4505",28.19,-82.39
"4506",28.17,-82.47
"4507",30.22,-85.65
"4508",30.26,-82.11
"4509",28.63,-81.36
"4510",25.96,-81.72
"4511",26.23,-80.21
"4512",30.42,-86.65
"4513",30.41,-86.72
"4514",28.13,-80.63
"4515",28.08,-80.65
"4516",28.16,-80.67
"4517",28.23,-80.72
"4518",28.08,-80.67
"4519",28.39,-80.7
"4520",28.36,-80.7
"4521",25.75,-80.34
"4522",25.8,-80.28
"4523",25.63,-80.34
"4524",25.82,-80.12
"4525",25.69,-80.3
"4526",25.79,-80.27
"4527",25.69,-80.32
"4528",25.78,-80.26
"4529",25.79,-80.26
"4530",25.79,-80.27
"4531",25.73,-80.38
"4532",25.7,-80.29
"4533",25.68,-80.46
"4534",25.93,-80.2
"4535",25.66,-80.4
"4536",25.77,-80.36
"4537",25.78,-80.19
"4538",25.79,-80.38
"4539",25.8,-80.26
"4540",25.77,-80.19
"4541",25.76,-80.38
"4542",25.78,-80.18
"4543",25.79,-80.38
"4544",25.77,-80.19
"4545",25.77,-80.19
"4546",25.65,-80.42
"4547",25.64,-80.34
"4548",25.69,-80.36
"4549",25.76,-80.43
"4550",25.69,-80.44
"4551",25.73,-80.3
"4552",25.83,-80.18
"4553",25.68,-80.32
"4554",25.76,-80.33
"4555",25.79,-80.21
"4556",25.95,-80.17
"4557",25.81,-80.35
"4558",25.79,-80.22
"4559",25.81,-80.19
"4560",25.78,-80.29
"4561",25.73,-80.43
"4562",25.87,-80.19
"4563",25.7,-80.33
"4564",25.69,-80.31
"4565",25.79,-80.26
"4566",25.69,-80.3
"4567",25.79,-80.21
"4568",25.93,-80.29
"4569",25.76,-80.38
"4570",25.79,-80.38
"4571",25.79,-80.37
"4572",25.81,-80.19
"4573",25.77,-80.26
"4574",25.76,-80.19
"4575",25.77,-80.19
"4576",25.65,-80.34
