"","Latitude","Longitude"
"6989",39.12,-77.2
"6990",39.04,-76.68
"6991",39.03,-76.68
"6992",39.04,-76.68
"6993",39.18,-77.27
"6994",39.16,-77.28
"6995",39.2,-77.25
"6996",39.18,-77.27
"6997",39.2,-77.25
"6998",39.14,-76.6
"6999",39.2,-76.61
"7000",39.19,-76.61
"7001",39.13,-76.63
"7002",39,-76.91
"7003",38.99,-76.88
"7004",38.99,-76.88
"7005",39.66,-77.75
"7006",39.68,-77.72
"7007",39.62,-77.77
"7008",39.63,-77.77
"7009",39.15,-76.74
"7010",39.13,-76.74
"7011",39.15,-76.72
"7012",39.16,-76.72
"7013",39.13,-76.74
"7014",39.16,-76.73
"7015",38.97,-76.98
"7016",38.97,-76.95
"7017",38.97,-76.95
"7018",39.17,-76.79
"7019",38.81,-76.89
"7020",39.03,-77.08
"7021",39.03,-77.07
"7022",38.54,-76.98
"7023",38.53,-76.98
"7024",38.54,-76.98
"7025",38.96,-76.82
"7026",38.9,-76.82
"7027",38.9,-76.83
"7028",39.09,-76.86
"7029",39.1,-76.85
"7030",39.09,-76.79
"7031",39.08,-76.87
"7032",39.2,-76.68
"7033",38.37,-76.44
"7034",39.44,-77.53
"7035",39.36,-77.16
"7036",39.37,-77.16
"7037",38.79,-77.01
"7038",38.79,-77
"7039",38.96,-76.87
"7040",39.04,-77.11
"7041",39.4,-76.48
"7042",38.34,-75.11
"7043",38.35,-75.08
"7044",39.08,-76.69
"7045",39.13,-77.07
"7046",39.15,-77.06
"7047",39.15,-77.06
"7048",39.15,-77.06
"7049",39.41,-76.77
"7050",39.42,-76.78
"7051",39.41,-76.81
"7052",38.78,-77.02
"7053",39.41,-76.46
"7054",39.52,-76.56
"7055",39.02,-77.21
"7056",39.04,-77.16
"7057",38.54,-76.59
"7058",38.55,-76.6
"7059",39.08,-77.14
"7060",39.1,-77.19
"7061",39.06,-77.12
"7062",39.09,-77.15
"7063",39.06,-77.13
"7064",39.09,-77.11
"7065",39.05,-77.12
"7066",39.11,-77.17
"7067",39.1,-77.19
"7068",39.06,-77.16
"7069",39.05,-77.11
"7070",39.06,-77.12
"7071",38.41,-75.57
"7072",38.34,-75.61
"7073",39.08,-76.58
"7074",39.08,-76.55
"7075",39.08,-76.54
"7076",39.09,-77.05
"7077",38.99,-77.03
"7078",39,-77.03
"7079",39.02,-77.01
"7080",38.99,-77.03
"7081",39.07,-77.06
"7082",39.02,-76.98
"7083",39.11,-77
"7084",39,-77.03
"7085",39.03,-77
"7086",39.06,-76.95
"7087",38.99,-76.99
"7088",39.43,-76.62
"7089",39.46,-76.64
"7090",39.44,-76.63
"7091",39.4,-76.6
"7092",39.39,-76.58
"7093",39.4,-76.6
"7094",39.41,-76.61
"7095",39.4,-76.6
"7096",39.4,-76.6
"7097",39.39,-76.62
"7098",39.39,-76.58
"7099",38.79,-76.79
"7100",39.33,-77.35
"7101",38.63,-76.92
"7102",38.63,-76.95
"7103",38.62,-76.93
"7104",38.6,-76.9
"7105",38.63,-76.92
"7106",39.57,-76.97
"7107",39.56,-76.98
"7108",39.59,-77.01
"7109",39.04,-77.05
"7110",39.04,-77.05
"7111",39.04,-77.05
"7112",39.04,-77.06
"7113",39.37,-76.45
"7114",44.12,-70.23
"7115",44.32,-69.81
"7116",44.31,-69.81
"7117",44.84,-68.74
"7118",44.83,-68.74
"7119",44.83,-68.75
"7120",43.47,-70.51
"7121",43.91,-69.92
"7122",43.72,-70.23
"7123",43.86,-70.1
"7124",43.39,-70.54
"7125",43.39,-70.54
"7126",43.11,-70.73
"7127",43.63,-70.34
"7128",43.7,-70.29
"7129",43.68,-70.29
"7130",43.66,-70.25
"7131",43.66,-70.25
"7132",43.65,-70.26
"7133",43.65,-70.31
"7134",43.51,-70.43
"7135",43.59,-70.33
"7136",43.63,-70.35
"7137",43.63,-70.35
"7138",43.63,-70.34
"7139",43.63,-70.33
"7140",43.94,-69.96
"7141",43.94,-69.98
"7142",44.57,-69.64
"7143",44.23,-69.77
"7144",41.87,-84.03
"7145",42.28,-83.22
"7146",42.28,-83.21
"7147",42.96,-85.89
"7148",42.97,-85.94
"7149",43.38,-84.67
"7150",42.24,-83.77
"7151",42.25,-83.67
"7152",42.24,-83.74
"7153",42.27,-83.74
"7154",42.27,-83.73
"7155",42.27,-83.74
"7156",42.28,-83.78
"7157",42.24,-83.77
"7158",42.28,-83.74
"7159",42.29,-83.84
"7160",42.3,-83.71
"7161",42.26,-83.69
"7162",42.28,-83.75
"7163",42.24,-83.75
"7164",42.24,-83.68
"7165",42.7,-83.3
"7166",42.7,-83.3
"7167",42.71,-83.29
"7168",42.26,-85.18
"7169",42.32,-85.18
"7170",43.62,-83.89
"7171",42.22,-83.48
"7172",43.69,-85.48
"7173",43.68,-85.48
"7174",43.25,-83.78
"7175",42.55,-83.21
"7176",42.55,-83.21
"7177",42.58,-83.28
"7178",42.6,-83.26
"7179",42.55,-83.26
"7180",42.55,-83.29
"7181",42.61,-83.3
"7182",42.6,-83.29
"7183",45.22,-85.02
"7184",42.54,-83.79
"7185",42.54,-83.8
"7186",42.54,-83.79
"7187",44.27,-84.38
"7188",42.81,-85.67
"7189",42.85,-85.62
"7190",42.79,-85.51
"7191",42.85,-85.62
"7192",42.32,-83.49
"7193",42.32,-83.45
"7194",42.32,-83.43
"7195",42.27,-83.5
"7196",42.67,-82.83
"7197",42.68,-82.83
"7198",42.73,-83.38
"7199",42.72,-83.42
"7200",42.55,-82.9
"7201",42.63,-82.86
"7202",42.63,-82.95
"7203",42.63,-82.95
"7204",42.6,-83.44
"7205",43.04,-83.54
"7206",42.32,-83.22
"7207",42.31,-83.25
"7208",42.32,-83.17
"7209",42.33,-83.3
"7210",42.33,-83.3
"7211",42.22,-83.35
"7212",42.33,-83.04
"7213",42.35,-83.06
"7214",42.36,-83.07
"7215",42.22,-83.35
"7216",42.34,-83.04
"7217",42.33,-83.05
"7218",42.45,-83.12
"7219",42.35,-83.06
"7220",42.36,-83.07
"7221",42.22,-83.35
"7222",42.95,-85.61
"7223",42.73,-84.48
"7224",42.73,-84.49
"7225",42.73,-84.48
"7226",42.73,-84.47
"7227",42.76,-84.5
"7228",42.46,-83.37
"7229",42.45,-83.34
"7230",42.5,-83.36
"7231",42.79,-83.74
"7232",42.79,-83.74
"7233",42.81,-83.71
"7234",43.02,-83.64
"7235",42.99,-83.74
"7236",43.03,-82.46
"7237",43.03,-82.46
"7238",41.95,-83.4
"7239",45.03,-84.69
"7240",45.03,-84.69
"7241",42.93,-83.63
"7242",43.07,-86.22
"7243",43.04,-86.2
"7244",43.04,-86.22
"7245",42.91,-85.54
"7246",43.06,-85.58
"7247",42.93,-85.61
"7248",42.92,-85.59
"7249",42.97,-85.78
"7250",42.97,-85.74
"7251",42.97,-85.67
"7252",42.96,-85.68
"7253",42.95,-85.61
"7254",42.91,-85.58
"7255",42.88,-85.53
"7256",42.92,-85.53
"7257",42.92,-85.59
"7258",42.91,-85.51
"7259",42.97,-85.67
"7260",42.91,-85.54
"7261",42.91,-85.51
"7262",43,-85.59
"7263",42.97,-85.67
"7264",43,-85.59
"7265",43.02,-85.69
"7266",42.92,-85.51
"7267",43,-85.59
"7268",42.89,-85.75
"7269",42.88,-85.75
"7270",42.88,-85.76
"7271",42.88,-85.74
"7272",42.13,-83.16
"7273",42.38,-82.92
"7274",42.39,-82.92
"7275",42.43,-82.91
"7276",42.45,-82.93
"7277",42.8,-86.11
"7278",42.78,-86.08
"7279",42.76,-86.12
"7280",42.83,-86.14
"7281",42.83,-86.09
"7282",42.82,-86.09
"7283",42.83,-86.09
"7284",42.63,-83.76
"7285",42.89,-85.85
"7286",42.27,-84.42
"7287",42.26,-84.36
"7288",42.91,-85.79
"7289",42.27,-85.65
"7290",42.26,-85.61
"7291",42.26,-85.61
"7292",42.3,-85.67
"7293",42.3,-85.66
"7294",42.85,-85.63
"7295",42.78,-83.24
"7296",41.75,-83.63
"7297",42.74,-84.65
"7298",42.66,-84.54
"7299",43.04,-83.32
"7300",42.25,-83.19
"7301",42.41,-83.42
"7302",42.38,-83.33
"7303",42.4,-83.35
"7304",42.37,-83.33
"7305",45.78,-84.73
"7306",45.85,-84.62
"7307",42.64,-82.9
"7308",42.63,-82.91
"7309",42.63,-82.91
"7310",42.5,-83.11
"7311",42.53,-83.11
"7312",46.55,-87.46
"7313",46.55,-87.47
"7314",46.56,-87.4
"7315",42.27,-84.99
"7316",42.91,-82.5
"7317",43.66,-84.25
"7318",42.59,-83.6
"7319",42.59,-83.6
"7320",43.59,-84.78
"7321",43.58,-84.77
"7322",43.61,-84.74
"7323",43.16,-86.21
"7324",43.15,-86.2
"7325",42.52,-83.62
"7326",41.82,-86.25
"7327",42.44,-83.48
"7328",42.43,-83.43
"7329",42.43,-83.48
"7330",42.49,-83.47
"7331",42.5,-83.44
"7332",42.49,-83.47
"7333",42.49,-83.52
"7334",42.49,-83.52
"7335",42.49,-83.54
"7336",42.49,-83.48
"7337",42.49,-83.47
"7338",42.53,-83.47
"7339",42.47,-83.2
"7340",42.73,-83.2
"7341",42.72,-84.42
"7342",42.68,-84.43
"7343",42.58,-83.36
"7344",42.71,-83.31
"7345",45.41,-84.87
"7346",42.24,-83.68
"7347",42.24,-83.77
"7348",42.37,-83.47
"7349",42.36,-83.48
"7350",42.21,-85.6
"7351",42.22,-85.59
"7352",42.36,-83.27
"7353",42.63,-83.13
"7354",42.68,-83.19
"7355",42.7,-83.14
"7356",42.64,-83.13
"7357",42.64,-83.13
"7358",43.12,-85.6
"7359",43.11,-85.55
"7360",42.52,-82.92
"7361",42.51,-82.93
"7362",42.53,-82.92
"7363",42.52,-83.18
"7364",42.54,-83.18
"7365",42.52,-83.19
"7366",42.49,-83.14
"7367",42.5,-83.12
"7368",42.51,-83.19
"7369",43.48,-83.97
"7370",43.51,-83.96
"7371",42.63,-82.98
"7372",42.71,-83.03
"7373",42.69,-83.06
"7374",42.67,-82.98
"7375",42.63,-83
"7376",42.46,-83.56
"7377",42.5,-83.29
"7378",42.51,-83.23
"7379",42.51,-83.22
"7380",42.51,-83.32
"7381",42.2,-83.26
"7382",42.08,-86.49
"7383",42.56,-83.09
"7384",42.62,-82.99
"7385",42.62,-82.99
"7386",42.62,-82.99
"7387",42.56,-83.03
"7388",42.56,-83.03
"7389",42.56,-83.08
"7390",42.2,-83.26
"7391",42.2,-83.26
"7392",44.73,-85.64
"7393",44.74,-85.64
"7394",42.56,-83.18
"7395",42.62,-83.09
"7396",42.56,-83.17
"7397",42.56,-83.18
"7398",42.56,-83.18
"7399",42.56,-83.18
"7400",42.55,-83.17
"7401",42.62,-83.13
"7402",42.53,-83.11
"7403",42.6,-83.17
"7404",42.56,-83.11
"7405",42.53,-83.11
"7406",42.54,-83.19
"7407",42.67,-83.01
"7408",43.02,-85.69
"7409",42.53,-83.44
"7410",42.53,-83.51
"7411",42.49,-83.08
"7412",42.51,-83.05
"7413",42.66,-83.39
"7414",42.54,-83.36
"7415",42.34,-83.39
"7416",42.34,-83.4
"7417",42.65,-83.53
"7418",42.65,-83.5
"7419",42.69,-84.28
"7420",42.14,-83.23
"7421",42.14,-83.22
"7422",42.86,-85.68
"7423",42.86,-85.72
"7424",42.25,-83.63
"7425",42.21,-83.62
"7426",42.83,-86.02
"7427",45.85,-95.39
"7428",45.22,-93.32
"7429",45.21,-93.36
"7430",44.73,-93.21
"7431",44.72,-93.18
"7432",45.06,-93.15
"7433",46.37,-94.24
"7434",46.37,-94.25
"7435",47.49,-94.91
"7436",45.17,-93.23
"7437",45.17,-93.24
"7438",44.86,-93.24
"7439",44.83,-93.29
"7440",44.86,-93.24
"7441",44.85,-93.24
"7442",44.86,-93.31
"7443",44.85,-93.24
"7444",44.86,-93.31
"7445",45.06,-93.32
"7446",45.09,-93.38
"7447",45.14,-93.37
"7448",45.13,-93.36
"7449",45.12,-93.36
"7450",45.17,-93.86
"7451",44.75,-93.29
"7452",44.74,-93.29
"7453",44.75,-93.3
"7454",45.57,-93.21
"7455",45.16,-93.39
"7456",45.17,-93.39
"7457",44.86,-93.52
"7458",44.86,-93.54
"7459",44.83,-93.6
"7460",45.2,-93.35
"7461",45.15,-93.28
"7462",45.13,-93.27
"7463",44.83,-92.96
"7464",44.82,-92.93
"7465",45.05,-93.36
"7466",46.81,-92.17
"7467",46.8,-92.16
"7468",46.82,-92.08
"7469",46.81,-92.16
"7470",46.78,-92.1
"7471",44.79,-93.21
"7472",44.83,-93.17
"7473",44.84,-93.17
"7474",44.8,-93.19
"7475",44.81,-93.21
"7476",44.84,-93.4
"7477",44.85,-93.43
"7478",44.89,-93.42
"7479",44.85,-93.43
"7480",44.86,-93.44
"7481",44.88,-93.33
"7482",44.91,-93.36
"7483",44.88,-93.32
"7484",44.91,-93.33
"7485",44.88,-93.33
"7486",44.86,-93.35
"7487",44.91,-93.35
"7488",44.88,-93.32
"7489",44.87,-93.33
"7490",45.32,-93.56
"7491",44.9,-93.57
"7492",45.27,-93
"7493",45.28,-93.01
"7494",45.06,-93.25
"7495",44.98,-93.38
"7496",47.21,-93.53
"7497",44.74,-92.89
"7498",44.93,-93.42
"7499",44.87,-94.38
"7500",44.82,-93.08
"7501",44.72,-93.18
"7502",44.71,-93.28
"7503",44.69,-93.28
"7504",44.68,-93.29
"7505",45.18,-93.11
"7506",44.17,-93.95
"7507",44.17,-93.95
"7508",45.13,-93.49
"7509",45.13,-93.48
"7510",45.1,-93.45
"7511",45.09,-93.44
"7512",45.05,-93.53
"7513",44.97,-93.27
"7514",45.05,-93.36
"7515",44.96,-93.24
"7516",44.95,-93.24
"7517",44.98,-93.24
"7518",44.97,-93.23
"7519",44.97,-93.27
"7520",44.96,-93.29
"7521",44.97,-93.24
"7522",44.98,-93.27
"7523",44.96,-93.28
"7524",44.97,-93.23
"7525",44.97,-93.25
"7526",45.07,-93.25
"7527",44.98,-93.27
"7528",44.98,-93.27
"7529",44.98,-93.28
"7530",44.91,-93.29
"7531",45,-93.23
"7532",44.97,-93.28
"7533",44.98,-93.27
"7534",44.97,-93.45
"7535",44.97,-93.44
"7536",44.92,-93.5
"7537",45.29,-93.77
"7538",46.85,-96.77
"7539",46.86,-96.75
"7540",45.03,-93.39
"7541",45.03,-93.02
"7542",44.43,-93.19
"7543",45.03,-92.85
"7544",44.96,-92.96
"7545",44.96,-92.96
"7546",45.28,-93.56
"7547",44.08,-93.24
"7548",44.09,-93.25
"7549",45.02,-93.48
"7550",45.03,-93.45
"7551",45.01,-93.45
"7552",44.57,-92.58
"7553",44.88,-93.25
"7554",44.86,-93.29
"7555",44.02,-92.46
"7556",44.07,-92.53
"7557",44.06,-92.5
"7558",44,-92.48
"7559",43.95,-92.47
"7560",44.02,-92.47
"7561",44.06,-92.47
"7562",45.2,-93.55
"7563",45.2,-93.55
"7564",44.73,-93.13
"7565",45.01,-93.16
"7566",45.01,-93.18
"7567",45.01,-93.17
"7568",45.01,-93.18
"7569",44.89,-93.08
"7570",44.94,-93.15
"7571",44.75,-93.38
"7572",44.74,-93.38
"7573",44.78,-93.41
"7574",45.06,-93.14
"7575",45.08,-93.12
"7576",45.57,-94.15
"7577",44.94,-93.39
"7578",44.88,-93.21
"7579",44.88,-93.21
"7580",44.88,-93.21
"7581",45.55,-94.19
"7582",44.95,-93.33
"7583",44.93,-93.34
"7584",44.94,-93.14
"7585",44.95,-93.03
"7586",44.92,-93.19
"7587",44.95,-93.17
"7588",44.95,-93.1
"7589",45,-92.95
"7590",44.97,-93.17
"7591",44.95,-93.16
"7592",45.04,-92.84
"7593",45.03,-92.84
"7594",45.05,-93.06
"7595",45.08,-93.06
"7596",47.51,-92.55
"7597",44.85,-93.77
"7598",45.55,-94.22
"7599",44.97,-93.51
"7600",44.9,-93.08
"7601",45.04,-93.02
"7602",45.07,-93.02
"7603",44.03,-91.62
"7604",44.94,-92.94
"7605",44.93,-92.96
"7606",44.94,-92.91
"7607",44.94,-92.9
"7608",44.92,-92.93
"7609",44.93,-92.96
"7610",44.89,-92.94
"7611",38.55,-90.33
"7612",38.41,-90.4
"7613",38.44,-90.37
"7614",36.97,-93.72
"7615",38.62,-90.52
"7616",38.59,-90.54
"7617",38.81,-94.52
"7618",39.02,-94.27
"7619",39.03,-94.25
"7620",36.65,-93.25
"7621",36.64,-93.22
"7622",36.66,-93.24
"7623",38.62,-90.35
"7624",38.63,-90.34
"7625",38.75,-90.43
"7626",37.3,-89.58
"7627",37.33,-89.56
"7628",37.31,-89.53
"7629",38.64,-90.63
"7630",38.64,-90.57
"7631",38.67,-90.6
"7632",38.65,-90.57
"7633",38.67,-90.59
"7634",38.67,-90.59
"7635",38.64,-90.33
"7636",38.65,-90.34
"7637",38.95,-92.36
"7638",38.95,-92.38
"7639",38.95,-92.3
"7640",38.96,-92.38
"7641",38.95,-92.33
"7642",38.97,-92.38
"7643",38.91,-92.33
"7644",38.94,-92.33
"7645",38.56,-90.38
"7646",38.67,-90.44
"7647",38.67,-90.44
"7648",38.77,-90.76
"7649",38.6,-90.45
"7650",38.6,-90.43
"7651",38.6,-90.45
"7652",38.51,-90.44
"7653",38.77,-90.28
"7654",38.78,-90.34
"7655",38.81,-90.3
"7656",37.75,-92.11
"7657",39.21,-94.55
"7658",39.22,-94.55
"7659",38.88,-94.52
"7660",38.65,-94.36
"7661",38.79,-90.35
"7662",36.58,-93.2
"7663",39.05,-94.44
"7664",39.05,-94.36
"7665",39.05,-94.36
"7666",39.04,-94.41
"7667",39.08,-94.39
"7668",39.08,-94.39
"7669",39.05,-94.36
"7670",38.92,-94.36
"7671",38.58,-92.21
"7672",38.59,-92.25
"7673",37.07,-94.53
"7674",37.09,-94.48
"7675",37.09,-94.47
"7676",37.05,-94.48
"7677",39.21,-94.64
"7678",39.25,-94.46
"7679",39.31,-94.72
"7680",39.26,-94.66
"7681",39.25,-94.57
"7682",39.25,-94.65
"7683",39.3,-94.72
"7684",39.1,-94.59
"7685",38.89,-94.61
"7686",39.25,-94.59
"7687",39.3,-94.72
"7688",38.88,-94.61
"7689",39.21,-94.57
"7690",39.04,-94.59
"7691",39.06,-94.61
"7692",39.05,-94.59
"7693",38.97,-94.61
"7694",38.97,-94.61
"7695",39.2,-94.58
"7696",39.1,-94.58
"7697",39.04,-94.59
"7698",39.31,-94.72
"7699",39.27,-94.58
"7700",39.29,-94.71
"7701",39.21,-94.64
"7702",39.25,-94.67
"7703",40.2,-92.57
"7704",38.58,-90.41
"7705",38.63,-90.4
"7706",38.77,-90.78
"7707",37.68,-92.67
"7708",38.93,-94.4
"7709",38.9,-94.34
"7710",38.93,-94.41
"7711",38.93,-94.41
"7712",38.93,-94.38
"7713",39.25,-94.45
"7714",38.6,-90.52
"7715",38.59,-90.5
"7716",38.7,-90.42
"7717",38.7,-90.45
"7718",40.35,-94.88
"7719",40.33,-94.87
"7720",37.05,-93.3
"7721",38.78,-90.7
"7722",38.78,-90.7
"7723",38.72,-90.7
"7724",38.67,-90.37
"7725",38.16,-92.6
"7726",38.16,-92.61
"7727",38.16,-92.61
"7728",37.06,-93.22
"7729",39.35,-94.77
"7730",37.13,-93.47
"7731",37.95,-91.75
"7732",38.63,-90.23
"7733",38.71,-93.26
"7734",37.16,-93.27
"7735",37.21,-93.27
"7736",37.2,-93.26
"7737",37.22,-93.28
"7738",37.15,-93.3
"7739",37.14,-93.32
"7740",37.14,-93.28
"7741",37.18,-93.3
"7742",37.21,-93.29
"7743",37.24,-93.35
"7744",37.25,-93.29
"7745",37.23,-93.26
"7746",37.16,-93.27
"7747",37.16,-93.32
"7748",37.16,-93.23
"7749",37.2,-93.28
"7750",37.15,-93.26
"7751",39.81,-94.81
"7752",38.74,-90.36
"7753",38.59,-90.3
"7754",38.74,-90.37
"7755",38.74,-90.36
"7756",38.74,-90.37
"7757",38.74,-90.37
"7758",38.74,-90.37
"7759",38.63,-90.19
"7760",38.63,-90.19
"7761",38.77,-90.49
"7762",39.77,-94.8
"7763",39.79,-94.8
"7764",39.81,-94.82
"7765",38.63,-90.32
"7766",38.63,-90.23
"7767",38.51,-90.33
"7768",38.63,-90.19
"7769",38.61,-90.24
"7770",38.65,-90.3
"7771",38.64,-90.26
"7772",38.56,-90.26
"7773",38.63,-90.31
"7774",38.51,-90.33
"7775",38.59,-90.27
"7776",38.51,-90.38
"7777",38.63,-90.35
"7778",38.61,-90.37
"7779",38.59,-90.31
"7780",38.57,-90.48
"7781",38.63,-90.19
"7782",38.63,-90.34
"7783",38.79,-90.63
"7784",38.74,-90.63
"7785",37.82,-92.14
"7786",38.56,-90.41
"7787",38.63,-90.48
"7788",38.66,-90.34
"7789",38.66,-90.31
"7790",38.54,-90.5
"7791",38.78,-93.72
"7792",38.53,-90.98
"7793",37.81,-92.23
"7794",37.14,-94.48
"7795",38.59,-90.34
"7796",38.82,-90.85
"7797",38.82,-90.88
"7798",38.58,-90.63
"7799",30.39,-88.86
"7800",30.4,-88.98
"7801",30.39,-88.89
"7802",32.33,-90.33
"7803",33.52,-88.43
"7804",30.44,-88.88
"7805",30.46,-88.9
"7806",32.34,-90.06
"7807",32.28,-90.07
"7808",30.44,-89.1
"7809",31.33,-89.33
"7810",31.32,-89.35
"7811",31.32,-89.38
"7812",34.83,-89.99
"7813",34.96,-90.01
"7814",32.36,-90.15
"7815",32.4,-90.15
"7816",30.41,-88.91
"7817",33.45,-88.79
"7818",30.41,-88.78
"7819",34.96,-89.85
"7820",34.96,-89.9
"7821",34.36,-89.55
"7822",34.36,-89.53
"7823",34.36,-89.54
"7824",32.43,-90.15
"7825",34.96,-89.99
"7826",33.45,-88.81
"7827",33.45,-88.84
"7828",34.85,-90.33
"7829",34.3,-88.71
"7830",34.26,-88.74
"7831",45.78,-111.18
"7832",45.76,-108.58
"7833",45.77,-108.53
"7834",45.77,-108.58
"7835",45.81,-108.48
"7836",45.81,-108.48
"7837",45.78,-108.5
"7838",45.76,-108.57
"7839",45.78,-108.54
"7840",45.78,-108.59
"7841",45.68,-111.05
"7842",45.7,-111.06
"7843",45.68,-111.06
"7844",45.71,-111.07
"7845",45.68,-111.07
"7846",45.98,-112.51
"7847",45.22,-112.63
"7848",47.49,-111.27
"7849",47.49,-111.25
"7850",47.49,-111.29
"7851",47.49,-111.27
"7852",47.52,-111.31
"7853",46.6,-112.03
"7854",46.59,-112.02
"7855",46.59,-112.02
"7856",48.24,-114.33
"7857",48.2,-114.31
"7858",48.24,-114.33
"7859",46.85,-114.02
"7860",46.83,-114.04
"7861",46.84,-114.02
"7862",46.89,-114.04
"7863",46.85,-114.04
"7864",46.91,-114.03
"7865",47.69,-114.12
"7866",48.4,-114.34
"7867",35.16,-79.42
"7868",35.74,-78.86
"7869",35.74,-78.82
"7870",35.74,-78.87
"7871",35.46,-82.53
"7872",35.48,-82.55
"7873",35.58,-82.52
"7874",35.6,-82.54
"7875",35.48,-82.55
"7876",35.59,-82.49
"7877",35.5,-82.52
"7878",35.57,-82.54
"7879",35.52,-82.53
"7880",35.63,-82.55
"7881",35.61,-82.63
"7882",35.58,-82.53
"7883",35.53,-82.61
"7884",35.6,-82.55
"7885",35.53,-82.6
"7886",35.61,-82.32
"7887",36.2,-81.66
"7888",35.24,-82.73
"7889",35.41,-78.74
"7890",36.08,-79.48
"7891",36.07,-79.52
"7892",36.08,-79.49
"7893",36.07,-79.52
"7894",35.91,-82.29
"7895",34.67,-77.34
"7896",35.55,-82.66
"7897",35.54,-82.84
"7898",35.7,-78.79
"7899",35.77,-78.76
"7900",35.76,-78.78
"7901",35.83,-78.77
"7902",35.74,-78.78
"7903",35.84,-78.89
"7904",35.82,-78.9
"7905",35.75,-78.74
"7906",35.85,-78.89
"7907",35.77,-78.77
"7908",35.75,-78.74
"7909",35.8,-78.8
"7910",35.85,-78.89
"7911",35.79,-78.87
"7912",35.79,-78.85
"7913",35.76,-78.74
"7914",35.81,-78.78
"7915",35.11,-83.1
"7916",35.9,-79.05
"7917",35.91,-79.04
"7918",35.94,-79.03
"7919",35.83,-79.09
"7920",35.93,-79.03
"7921",35.91,-79.01
"7922",35.91,-79.06
"7923",35.23,-80.84
"7924",35.3,-80.73
"7925",35.08,-80.82
"7926",35.17,-80.85
"7927",35.22,-80.93
"7928",35.32,-80.95
"7929",35.06,-80.81
"7930",35.06,-80.81
"7931",35.17,-80.97
"7932",35.07,-80.77
"7933",35.11,-80.88
"7934",35.34,-80.8
"7935",35.22,-80.81
"7936",35.14,-80.9
"7937",35.15,-80.83
"7938",35.22,-80.94
"7939",35.35,-80.86
"7940",35.14,-80.94
"7941",35.23,-80.94
"7942",35.34,-80.76
"7943",35.18,-80.8
"7944",35.22,-80.85
"7945",35.06,-80.77
"7946",35.22,-80.95
"7947",35.21,-80.82
"7948",35.2,-80.82
"7949",35.2,-80.84
"7950",35.1,-80.99
"7951",35.23,-80.95
"7952",35.22,-80.94
"7953",35.05,-80.85
"7954",35.16,-80.97
"7955",35.12,-80.82
"7956",35.04,-80.81
"7957",35.23,-80.84
"7958",35.22,-80.83
"7959",35.02,-80.85
"7960",35.1,-80.99
"7961",35.31,-80.74
"7962",35.35,-80.86
"7963",35.1,-80.94
"7964",35.22,-80.94
"7965",35.23,-80.84
"7966",35.22,-80.94
"7967",35.23,-80.85
"7968",35.1,-80.78
"7969",35.21,-80.84
"7970",35.1,-80.99
"7971",35.2,-80.83
"7972",35.22,-80.94
"7973",35.03,-80.81
"7974",35.32,-80.77
"7975",35.15,-80.83
"7976",35.3,-80.74
"7977",35.33,-80.81
"7978",35.15,-80.83
"7979",35.09,-80.87
"7980",35.22,-80.94
"7981",35.06,-80.85
"7982",35.22,-80.85
"7983",35.67,-78.5
"7984",35.65,-78.38
"7985",36.02,-80.38
"7986",35.37,-80.71
"7987",35.42,-80.74
"7988",35.42,-80.68
"7989",35.44,-80.61
"7990",35.37,-80.72
"7991",35.43,-80.7
"7992",35.42,-80.67
"7993",35.48,-80.88
"7994",35.48,-80.86
"7995",35.48,-80.89
"7996",36.3,-75.81
"7997",35.31,-83.18
"7998",35.32,-81.18
"7999",35.5,-80.86
"8000",35.9,-78.9
"8001",35.92,-78.96
"8002",36.02,-78.95
"8003",36.01,-78.94
"8004",36.05,-78.9
"8005",35.97,-78.96
"8006",35.91,-78.94
"8007",35.88,-78.85
"8008",35.95,-78.99
"8009",35.9,-78.94
"8010",36.06,-78.93
"8011",36.01,-78.92
"8012",35.9,-78.95
"8013",35.97,-78.96
"8014",35.96,-78.96
"8015",36.29,-76.25
"8016",35.07,-78.96
"8017",35.13,-78.87
"8018",35.04,-78.94
"8019",35.06,-78.97
"8020",35.12,-78.88
"8021",34.98,-79.01
"8022",35.05,-78.92
"8023",35.29,-82.43
"8024",35.44,-82.51
"8025",35.32,-81.88
"8026",35.16,-78.97
"8027",35.13,-79
"8028",35.11,-79.01
"8029",35.59,-78.78
"8030",35.72,-78.64
"8031",35.66,-78.7
"8032",35.7,-78.58
"8033",35.26,-81.13
"8034",35.22,-81.16
"8035",35.26,-81.13
"8036",35.38,-77.94
"8037",35.4,-77.96
"8038",35.38,-77.94
"8039",36.15,-79.87
"8040",36.09,-79.84
"8041",36.15,-79.87
"8042",36.05,-79.9
"8043",36.11,-79.88
"8044",36.11,-79.88
"8045",36,-79.79
"8046",36.09,-79.84
"8047",36.09,-79.89
"8048",36.02,-79.9
"8049",36.13,-79.8
"8050",36.12,-79.93
"8051",36.09,-79.89
"8052",36.04,-79.84
"8053",36.13,-79.8
"8054",36.12,-79.93
"8055",36.09,-79.81
"8056",36.1,-79.82
"8057",36.07,-79.77
"8058",35.61,-77.37
"8059",35.61,-77.41
"8060",35.61,-77.37
"8061",35.58,-77.38
"8062",35.61,-77.36
"8063",35.55,-77.41
"8064",35.61,-77.36
"8065",35.58,-77.37
"8066",35.57,-77.35
